Type,Word,Prior Polarity
strongsubj,satisfactory,positive
weaksubj,satisfy,positive
weaksubj,satisfying,positive
strongsubj,savage,negative
strongsubj,savage,negative
strongsubj,savage,negative
strongsubj,savaged,negative
strongsubj,savagely,negative
strongsubj,savagery,negative
strongsubj,savages,negative
weaksubj,savor,positive
strongsubj,savvy,positive
weaksubj,scandal,negative
weaksubj,scandal,negative
strongsubj,scandalize,negative
strongsubj,scandalized,negative
strongsubj,scandalous,negative
strongsubj,scandalously,negative
strongsubj,scandals,negative
weaksubj,scant,negative
strongsubj,scapegoat,negative
strongsubj,scar,negative
strongsubj,scar,negative
strongsubj,scarred,negative
weaksubj,scarce,negative
strongsubj,scarcely,negative
weaksubj,scarcity,negative
strongsubj,scare,negative
strongsubj,scared,negative
strongsubj,scarier,negative
strongsubj,scariest,negative
strongsubj,scarily,negative
strongsubj,scars,negative
strongsubj,scars,negative
strongsubj,scary,negative
strongsubj,scary,negative
strongsubj,scathing,negative
strongsubj,scathingly,negative
weaksubj,scenic,positive
weaksubj,scheme,negative
weaksubj,scheme,negative
strongsubj,scheming,negative
weaksubj,scholarly,neutral
strongsubj,scoff,negative
strongsubj,scoffingly,negative
strongsubj,scold,negative
strongsubj,scolding,negative
strongsubj,scoldingly,negative
strongsubj,scorching,negative
strongsubj,scorchingly,negative
strongsubj,scorn,negative
strongsubj,scornful,negative
strongsubj,scornfully,negative
strongsubj,scoundrel,negative
strongsubj,scourge,negative
strongsubj,scowl,negative
strongsubj,scowl,negative
strongsubj,scream,negative
strongsubj,screaming,neutral
strongsubj,screamingly,neutral
strongsubj,screech,negative
strongsubj,screech,negative
weaksubj,screw,negative
strongsubj,scruples,positive
strongsubj,scrupulous,positive
strongsubj,scrupulously,positive
strongsubj,scrutinize,neutral
strongsubj,scrutiny,neutral
strongsubj,scrutiny,neutral
strongsubj,scum,negative
strongsubj,scummy,negative
strongsubj,seamless,positive
weaksubj,seasoned,positive
strongsubj,second-class,negative
weaksubj,second-tier,negative
weaksubj,secretive,negative
weaksubj,secretive,negative
weaksubj,secure,positive
weaksubj,securely,positive
weaksubj,security,positive
weaksubj,security,positive
weaksubj,sedentary,negative
strongsubj,seductive,positive
strongsubj,seedy,negative
weaksubj,seem,neutral
strongsubj,seemingly,neutral
strongsubj,seethe,negative
strongsubj,seething,negative
weaksubj,selective,positive
strongsubj,self-coup,negative
strongsubj,self-coup,negative
strongsubj,self-criticism,negative
strongsubj,self-criticism,negative
weaksubj,self-defeating,negative
strongsubj,self-destructive,negative
strongsubj,self-determination,positive
strongsubj,self-determination,positive
weaksubj,self-examination,neutral
weaksubj,self-examination,neutral
strongsubj,self-humiliation,negative
strongsubj,self-humiliation,negative
strongsubj,self-interest,negative
strongsubj,self-interest,negative
strongsubj,self-interested,negative
strongsubj,self-respect,positive
strongsubj,self-satisfaction,positive
strongsubj,self-satisfaction,positive
strongsubj,self-serving,negative
strongsubj,self-serving,negative
weaksubj,self-sufficiency,positive
weaksubj,self-sufficiency,positive
weaksubj,self-sufficient,positive
strongsubj,selfinterested,negative
strongsubj,selfish,negative
strongsubj,selfishly,negative
strongsubj,selfishness,negative
weaksubj,semblance,positive
strongsubj,senile,negative
strongsubj,sensation,positive
strongsubj,sensation,positive
strongsubj,sensational,positive
strongsubj,sensationalize,negative
strongsubj,sensationally,positive
strongsubj,sensations,positive
strongsubj,sensations,positive
weaksubj,sense,positive
weaksubj,sense,positive
weaksubj,sense,positive
strongsubj,senseless,negative
strongsubj,senselessly,negative
strongsubj,sensible,positive
strongsubj,sensibly,positive
weaksubj,sensitive,positive
weaksubj,sensitive,positive
strongsubj,sensitively,positive
strongsubj,sensitivity,positive
strongsubj,sensitivity,positive
strongsubj,sentiment,positive
strongsubj,sentiment,positive
strongsubj,sentimentality,positive
strongsubj,sentimentally,positive
strongsubj,sentiments,positive
strongsubj,serene,positive
strongsubj,serenity,positive
strongsubj,serious,negative
strongsubj,seriously,negative
strongsubj,seriousness,negative
strongsubj,sermonize,negative
strongsubj,servitude,negative
weaksubj,settle,positive
strongsubj,set-up,negative
strongsubj,set-up,negative
weaksubj,sever,negative
weaksubj,severe,negative
strongsubj,severe,negative
strongsubj,severely,negative
strongsubj,severity,negative
strongsubj,sexy,positive
strongsubj,shabby,negative
strongsubj,shadow,negative
weaksubj,shadowy,negative
strongsubj,shady,negative
weaksubj,shake,negative
weaksubj,shaky,negative
weaksubj,shallow,negative
strongsubj,sham,negative
strongsubj,shambles,negative
strongsubj,shame,negative
strongsubj,shame,negative
strongsubj,shameful,negative
strongsubj,shameful,negative
strongsubj,shamefully,negative
strongsubj,shamefully,negative
strongsubj,shamefulness,negative
strongsubj,shameless,negative
strongsubj,shamelessly,negative
strongsubj,shamelessness,negative
strongsubj,shark,negative
weaksubj,sharp,negative
weaksubj,sharply,negative
strongsubj,shatter,negative
strongsubj,sheer,negative
weaksubj,shelter,positive
weaksubj,shelter,positive
weaksubj,shield,positive
strongsubj,shimmer,positive
strongsubj,shimmering,positive
strongsubj,shimmeringly,positive
weaksubj,shine,positive
weaksubj,shiny,positive
strongsubj,shiny,positive
strongsubj,shirk,negative
strongsubj,shirker,negative
weaksubj,shipwreck,negative
strongsubj,shiver,negative
strongsubj,shock,negative
strongsubj,shock,negative
strongsubj,shock,negative
strongsubj,shocking,negative
strongsubj,shockingly,negative
strongsubj,shoddy,negative
weaksubj,short-lived,negative
weaksubj,shortage,negative
strongsubj,shortchange,negative
strongsubj,shortcoming,negative
strongsubj,shortcomings,negative
strongsubj,shortsighted,negative
strongsubj,shortsightedness,negative
weaksubj,should,neutral
weaksubj,show,neutral
weaksubj,showdown,negative
weaksubj,showdown,negative
weaksubj,shred,negative
weaksubj,shred,negative
strongsubj,shrew,negative
strongsubj,shrewd,positive
strongsubj,shrewdly,positive
strongsubj,shrewdness,positive
strongsubj,shriek,negative
strongsubj,shrill,negative
strongsubj,shrill,negative
strongsubj,shrilly,negative
strongsubj,shrivel,negative
strongsubj,shroud,negative
strongsubj,shrouded,negative
weaksubj,shrug,negative
weaksubj,shrug,negative
strongsubj,shun,negative
strongsubj,shunned,negative
strongsubj,shy,negative
strongsubj,shyly,negative
strongsubj,shyness,negative
weaksubj,sick,negative
weaksubj,sicken,negative
strongsubj,sickly,negative
strongsubj,sickening,negative
strongsubj,sickening,negative
strongsubj,sickeningly,negative
weaksubj,sickness,negative
strongsubj,sidetrack,negative
strongsubj,sidetracked,negative
weaksubj,siege,negative
weaksubj,signals,neutral
weaksubj,signals,neutral
weaksubj,significant,positive
weaksubj,significance,positive
weaksubj,signify,positive
strongsubj,sillily,negative
strongsubj,silly,negative
strongsubj,simmer,negative
weaksubj,simple,positive
strongsubj,simplicity,positive
weaksubj,simplified,positive
weaksubj,simplify,positive
strongsubj,simplistic,negative
strongsubj,simplistic,negative
strongsubj,simplistically,negative
weaksubj,simply,neutral
strongsubj,sin,negative
strongsubj,sin,negative
strongsubj,sinful,negative
strongsubj,sinfully,negative
strongsubj,sincere,positive
strongsubj,sincerely,positive
weaksubj,sincerity,positive
weaksubj,sincerity,positive
strongsubj,sinister,negative
strongsubj,sinisterly,negative
weaksubj,sinking,negative
weaksubj,sinking,negative
strongsubj,skeletons,negative
strongsubj,skeletons,negative
strongsubj,skeptical,negative
strongsubj,skeptical,negative
strongsubj,skeptically,negative
strongsubj,skepticism,negative
strongsubj,skepticism,negative
weaksubj,sketchy,negative
weaksubj,skill,positive
weaksubj,skilled,positive
strongsubj,skillful,positive
strongsubj,skillful,positive
strongsubj,skillfully,positive
weaksubj,skimpy,negative
strongsubj,skittish,negative
strongsubj,skittish,negative
strongsubj,skittishly,negative
strongsubj,skulk,negative
weaksubj,skyrocketing,negative
weaksubj,slack,negative
strongsubj,slander,negative
strongsubj,slander,negative
strongsubj,slanderer,negative
strongsubj,slanderous,negative
strongsubj,slanderously,negative
strongsubj,slanders,negative
strongsubj,slanders,negative
strongsubj,slap,negative
strongsubj,slashing,negative
strongsubj,slashing,negative
weaksubj,slaughter,negative
weaksubj,slaughter,negative
weaksubj,slaughter,negative
weaksubj,slaughtered,negative
strongsubj,slaves,negative
strongsubj,slaves,negative
strongsubj,sleazy,negative
weaksubj,sleek,positive
weaksubj,sleepy,neutral
weaksubj,slender,positive
weaksubj,slight,negative
weaksubj,slight,negative
weaksubj,slight,negative
weaksubj,slightly,negative
weaksubj,slim,positive
weaksubj,slim,positive
strongsubj,slime,negative
strongsubj,sloppy,negative
strongsubj,sloppily,negative
strongsubj,sloth,negative
strongsubj,slothful,negative
weaksubj,slow,negative
weaksubj,slowly,negative
weaksubj,slow-moving,negative
weaksubj,slug,negative
weaksubj,sluggish,negative
weaksubj,slump,negative
weaksubj,slump,negative
strongsubj,slur,negative
strongsubj,sly,negative
strongsubj,smack,negative
strongsubj,smack,negative
strongsubj,smart,positive
strongsubj,smart,positive
strongsubj,smarter,positive
strongsubj,smartest,positive
strongsubj,smartly,positive
weaksubj,smash,negative
weaksubj,smash,negative
weaksubj,smear,negative
weaksubj,smelling,negative
strongsubj,smile,positive
strongsubj,smile,positive
strongsubj,smiling,positive
strongsubj,smilingly,positive
strongsubj,smitten,positive
strongsubj,smokescreen,negative
strongsubj,smokescreen,negative
strongsubj,smolder,negative
strongsubj,smoldering,negative
weaksubj,smooth,positive
strongsubj,smother,negative
strongsubj,smoulder,negative
strongsubj,smouldering,negative
strongsubj,smug,negative
strongsubj,smugly,negative
strongsubj,smut,negative
strongsubj,smuttier,negative
strongsubj,smuttiest,negative
strongsubj,smutty,negative
weaksubj,snare,negative
weaksubj,snarl,negative
weaksubj,snarl,negative
weaksubj,snatch,negative
weaksubj,sneak,negative
weaksubj,sneak,negative
weaksubj,sneakily,negative
weaksubj,sneaky,negative
strongsubj,sneer,negative
strongsubj,sneer,negative
strongsubj,sneering,negative
strongsubj,sneeringly,negative
strongsubj,snub,negative
weaksubj,so,neutral
strongsubj,so-cal,negative
strongsubj,so-called,negative
strongsubj,sob,negative
strongsubj,sober,negative
weaksubj,sober,negative
strongsubj,sobering,negative
strongsubj,sociable,positive
weaksubj,soft-spoken,positive
strongsubj,soften,positive
strongsubj,soften,positive
strongsubj,soften,positive
strongsubj,solace,positive
weaksubj,solemn,negative
weaksubj,solemn,negative
strongsubj,solicitous,positive
strongsubj,solicitously,positive
strongsubj,solicitude,positive
weaksubj,solid,positive
weaksubj,solid,positive
strongsubj,solidarity,positive
strongsubj,solidarity,positive
strongsubj,soliloquize,neutral
strongsubj,somber,negative
strongsubj,soothe,positive
strongsubj,soothingly,positive
strongsubj,sophisticated,positive
strongsubj,sore,negative
strongsubj,sore,negative
strongsubj,sorely,negative
weaksubj,soreness,negative
strongsubj,sorrow,negative
weaksubj,sorrow,negative
strongsubj,sorrowful,negative
strongsubj,sorrowfully,negative
strongsubj,sorry,negative
weaksubj,sound,positive
weaksubj,sounding,negative
weaksubj,soundness,positive
weaksubj,sour,negative
weaksubj,sourly,negative
weaksubj,sovereignty,neutral
weaksubj,sovereignty,neutral
weaksubj,spacious,positive
strongsubj,spade,negative
strongsubj,spade,negative
strongsubj,spank,negative
weaksubj,spare,positive
weaksubj,sparing,positive
weaksubj,sparingly,positive
strongsubj,sparkle,positive
weaksubj,sparkling,positive
weaksubj,specific,neutral
weaksubj,specifically,neutral
weaksubj,special,positive
strongsubj,spectacular,positive
strongsubj,spectacularly,positive
weaksubj,speculate,neutral
weaksubj,speculation,neutral
weaksubj,speculation,neutral
weaksubj,speedy,positive
strongsubj,spellbind,positive
strongsubj,spellbinding,positive
strongsubj,spellbindingly,positive
strongsubj,spellbound,positive
strongsubj,spilling,negative
strongsubj,spilling,negative
weaksubj,spinster,negative
weaksubj,spirit,positive
weaksubj,spirit,positive
weaksubj,spirited,positive
strongsubj,spiritless,negative
strongsubj,spiritual,positive
strongsubj,spiritual,positive
strongsubj,spite,negative
strongsubj,spiteful,negative
strongsubj,spitefully,negative
strongsubj,spitefulness,negative
strongsubj,splayed-finger,neutral
strongsubj,splayed-finger,neutral
strongsubj,splendid,positive
strongsubj,splendidly,positive
strongsubj,splendor,positive
weaksubj,split,negative
weaksubj,split,negative
weaksubj,splitting,negative
strongsubj,spoil,negative
strongsubj,spook,negative
strongsubj,spookier,negative
strongsubj,spookiest,negative
strongsubj,spookily,negative
strongsubj,spooky,negative
strongsubj,spooky,negative
strongsubj,spoon-fed,negative
strongsubj,spoon-feed,negative
strongsubj,spoonfed,negative
weaksubj,sporadic,negative
weaksubj,spot,negative
strongsubj,spotless,positive
weaksubj,spotty,negative
strongsubj,sprightly,positive
strongsubj,spur,positive
strongsubj,spurious,negative
strongsubj,spurn,negative
strongsubj,sputter,negative
strongsubj,squabble,negative
strongsubj,squabbling,negative
strongsubj,squander,negative
strongsubj,squarely,positive
strongsubj,squash,negative
strongsubj,squirm,negative
weaksubj,stab,negative
weaksubj,stability,positive
weaksubj,stability,positive
weaksubj,stabilize,positive
weaksubj,stable,positive
weaksubj,stable,positive
weaksubj,stagger,negative
strongsubj,staggering,negative
strongsubj,staggeringly,negative
weaksubj,stagnant,negative
strongsubj,stagnate,negative
strongsubj,stagnation,negative
strongsubj,staid,negative
weaksubj,stain,negative
weaksubj,stainless,positive
weaksubj,stake,negative
weaksubj,stake,negative
strongsubj,stale,negative
strongsubj,stalemate,negative
strongsubj,stammer,negative
weaksubj,stampede,negative
weaksubj,stampede,negative
weaksubj,stance,neutral
weaksubj,stance,neutral
weaksubj,stances,neutral
weaksubj,stances,neutral
weaksubj,stand,positive
weaksubj,stands,neutral
weaksubj,stands,neutral
strongsubj,standstill,negative
strongsubj,star,positive
strongsubj,star,positive
strongsubj,stark,negative
strongsubj,starkly,negative
strongsubj,stars,positive
strongsubj,stars,positive
strongsubj,startle,negative
strongsubj,startling,negative
strongsubj,startlingly,negative
weaksubj,starvation,negative
weaksubj,starve,negative
strongsubj,stately,positive
weaksubj,statements,neutral
weaksubj,statements,neutral
weaksubj,static,negative
strongsubj,statuesque,positive
strongsubj,staunch,positive
strongsubj,staunchly,positive
strongsubj,staunchness,positive
strongsubj,steadfast,positive
strongsubj,steadfastly,positive
strongsubj,steadfastness,positive
weaksubj,steadiness,positive
weaksubj,steady,positive
weaksubj,steal,negative
weaksubj,stealing,negative
weaksubj,steep,negative
weaksubj,steeply,negative
strongsubj,stellar,positive
strongsubj,stellarly,positive
strongsubj,stench,negative
strongsubj,stereotype,negative
strongsubj,stereotypical,negative
strongsubj,stereotypically,negative
strongsubj,stern,negative
strongsubj,stern,negative
strongsubj,stew,negative
weaksubj,sticky,negative
weaksubj,stiff,negative
strongsubj,stifle,negative
strongsubj,stifling,negative
strongsubj,stiflingly,negative
strongsubj,stigma,negative
strongsubj,stigma,negative
strongsubj,stigmatize,negative
weaksubj,still,neutral
weaksubj,stimulate,positive
strongsubj,stimulating,positive
weaksubj,stimulative,positive
strongsubj,sting,negative
weaksubj,sting,negative
weaksubj,sting,negative
strongsubj,stinging,negative
strongsubj,stingingly,negative
strongsubj,stink,negative
strongsubj,stink,negative
strongsubj,stinking,negative
strongsubj,stir,neutral
strongsubj,stir,neutral
weaksubj,stir,neutral
strongsubj,stirring,positive
strongsubj,stirringly,positive
strongsubj,stodgy,negative
weaksubj,stole,negative
weaksubj,stolen,negative
weaksubj,stolen,negative
weaksubj,stood,positive
strongsubj,stooge,negative
strongsubj,stooges,negative
strongsubj,stooges,negative
weaksubj,storm,negative
weaksubj,stormy,negative
weaksubj,straggle,negative
weaksubj,straggler,negative
weaksubj,straight,positive
strongsubj,straightforward,positive
weaksubj,strain,negative
weaksubj,strain,negative
weaksubj,strained,negative
strongsubj,strange,negative
strongsubj,strange,negative
strongsubj,strangely,negative
strongsubj,stranger,negative
strongsubj,strangest,negative
weaksubj,strangle,negative
weaksubj,streamlined,positive
weaksubj,strength,neutral
weaksubj,strength,neutral
weaksubj,strenuous,negative
strongsubj,stress,negative
strongsubj,stress,negative
strongsubj,stressful,negative
strongsubj,stressfully,negative
strongsubj,stricken,negative
strongsubj,strict,negative
strongsubj,strictly,negative
strongsubj,stride,positive
strongsubj,stride,positive
strongsubj,strident,negative
strongsubj,stridently,negative
weaksubj,strides,positive
weaksubj,strides,positive
strongsubj,strife,negative
weaksubj,strike,negative
strongsubj,striking,positive
strongsubj,strikingly,positive
weaksubj,stringent,negative
weaksubj,stringently,negative
strongsubj,striving,positive
strongsubj,striving,positive
weaksubj,strong,positive
weaksubj,stronger-than-expected,neutral
weaksubj,struck,negative
strongsubj,struggle,negative
strongsubj,struggle,negative
strongsubj,strut,negative
strongsubj,stubborn,negative
strongsubj,stubbornly,negative
strongsubj,stubbornness,negative
strongsubj,studious,positive
strongsubj,studiously,positive
weaksubj,stuffed,neutral
strongsubj,stuffy,negative
weaksubj,stumble,negative
weaksubj,stump,negative
weaksubj,stun,negative
strongsubj,stunned,positive
strongsubj,stunning,positive
strongsubj,stunningly,positive
weaksubj,stunt,negative
weaksubj,stunted,negative
weaksubj,stupefy,neutral
strongsubj,stupendous,positive
strongsubj,stupendously,positive
strongsubj,stupid,negative
strongsubj,stupidity,negative
strongsubj,stupidly,negative
strongsubj,stupified,negative
strongsubj,stupify,negative
strongsubj,stupor,negative
weaksubj,sturdy,positive
strongsubj,sty,negative
strongsubj,sty,negative
strongsubj,stylish,positive
strongsubj,stylishly,positive
strongsubj,suave,positive
weaksubj,subdued,negative
weaksubj,subjected,negative
weaksubj,subjection,negative
strongsubj,subjugate,negative
strongsubj,subjugate,negative
strongsubj,subjugation,negative
strongsubj,sublime,positive
weaksubj,submissive,negative
weaksubj,subordinate,negative
weaksubj,subordinate,negative
weaksubj,subscribe,positive
strongsubj,subservience,negative
strongsubj,subservient,negative
weaksubj,subside,negative
weaksubj,substandard,negative
weaksubj,substantial,positive
weaksubj,substantially,positive
weaksubj,substantive,positive
weaksubj,subtle,positive
weaksubj,subtract,negative
weaksubj,subversion,negative
weaksubj,subversive,negative
weaksubj,subversively,negative
weaksubj,subvert,negative
weaksubj,succeed,positive
weaksubj,success,positive
weaksubj,success,positive
weaksubj,successful,positive
weaksubj,successfully,positive
strongsubj,succumb,negative
weaksubj,such,neutral
strongsubj,sucker,negative
weaksubj,suffer,negative
strongsubj,sufferer,negative
strongsubj,sufferers,negative
strongsubj,sufferers,negative
strongsubj,suffering,negative
strongsubj,suffering,negative
weaksubj,suffice,positive
weaksubj,sufficient,positive
weaksubj,sufficiently,positive
strongsubj,suffocate,negative
strongsubj,sugar-coat,negative
strongsubj,sugar-coated,negative
strongsubj,sugarcoated,negative
weaksubj,suggest,positive
weaksubj,suggestions,positive
weaksubj,suggestions,positive
weaksubj,suicidal,negative
weaksubj,suicide,negative
weaksubj,suit,positive
weaksubj,suitable,positive
strongsubj,sulk,negative
strongsubj,sullen,negative
strongsubj,sully,negative
strongsubj,sumptuous,positive
strongsubj,sumptuously,positive
strongsubj,sumptuousness,positive
strongsubj,sunder,negative
weaksubj,sunny,positive
strongsubj,super,positive
strongsubj,superb,positive
strongsubj,superbly,positive
strongsubj,superficial,negative
strongsubj,superficial,negative
strongsubj,superficiality,negative
strongsubj,superficially,negative
strongsubj,superfluous,negative
weaksubj,superior,positive
strongsubj,superiority,negative
strongsubj,superiority,negative
strongsubj,superlative,positive
strongsubj,superstition,negative
strongsubj,superstitious,negative
strongsubj,support,positive
strongsubj,support,positive
weaksubj,support,positive
strongsubj,supporter,positive
strongsubj,supporter,positive
strongsubj,supportive,positive
strongsubj,supportive,positive
strongsubj,suppose,neutral
weaksubj,supposed,negative
strongsubj,supposing,neutral
weaksubj,suppress,negative
weaksubj,suppression,negative
weaksubj,suppression,negative
strongsubj,supremacy,negative
strongsubj,supremacy,negative
strongsubj,supreme,positive
strongsubj,supremely,positive
strongsubj,supurb,positive
strongsubj,supurbly,positive
strongsubj,sure,positive
strongsubj,surely,positive
strongsubj,surge,positive
strongsubj,surging,positive
strongsubj,surmise,positive
strongsubj,surmount,positive
strongsubj,surpass,positive
strongsubj,surprise,neutral
strongsubj,surprise,neutral
strongsubj,surprise,neutral
strongsubj,surprising,neutral
strongsubj,surprisingly,neutral
weaksubj,surrender,negative
weaksubj,surrender,negative
weaksubj,survival,positive
weaksubj,survive,positive
weaksubj,survivor,positive
weaksubj,susceptible,negative
weaksubj,suspect,negative
weaksubj,suspect,negative
weaksubj,suspicion,negative
weaksubj,suspicion,negative
strongsubj,suspicions,negative
strongsubj,suspicions,negative
strongsubj,suspicious,negative
strongsubj,suspicious,negative
strongsubj,suspicious,negative
strongsubj,suspiciously,negative
weaksubj,sustainability,positive
weaksubj,sustainability,positive
weaksubj,sustainable,positive
weaksubj,sustainable,positive
weaksubj,sustained,positive
strongsubj,swagger,negative
strongsubj,swamped,negative
strongsubj,swear,negative
strongsubj,sweeping,positive
weaksubj,sweet,positive
weaksubj,sweeten,positive
weaksubj,sweetheart,positive
weaksubj,sweetly,positive
weaksubj,sweetness,positive
weaksubj,swift,positive
weaksubj,swiftness,positive
strongsubj,swindle,negative
weaksubj,swing,neutral
weaksubj,swing,neutral
strongsubj,swipe,negative
strongsubj,swipe,negative
weaksubj,swoon,negative
strongsubj,swore,negative
strongsubj,sworn,positive
strongsubj,sympathetic,negative
strongsubj,sympathetic,negative
strongsubj,sympathetically,negative
strongsubj,sympathies,negative
strongsubj,sympathies,negative
strongsubj,sympathize,negative
strongsubj,sympathy,negative
strongsubj,sympathy,negative
weaksubj,symptom,negative
weaksubj,syndrome,negative
weaksubj,syndrome,negative
weaksubj,systematic,neutral
strongsubj,taboo,negative
strongsubj,taboo,negative
strongsubj,tact,positive
strongsubj,taint,negative
strongsubj,tainted,negative
weaksubj,tale,neutral
weaksubj,tale,neutral
strongsubj,talent,positive
strongsubj,talent,positive
strongsubj,talented,positive
weaksubj,tall,neutral
weaksubj,tamper,negative
weaksubj,tangled,negative
weaksubj,tantalize,positive
strongsubj,tantalizing,positive
strongsubj,tantalizingly,positive
strongsubj,tantamount,neutral
strongsubj,tantrum,negative
weaksubj,tardy,negative
weaksubj,tarnish,negative
weaksubj,taste,positive
weaksubj,taste,neutral
strongsubj,tattered,negative
strongsubj,taunt,negative
strongsubj,taunt,negative
strongsubj,taunting,negative
strongsubj,tauntingly,negative
strongsubj,taunts,negative
strongsubj,tawdry,negative
weaksubj,tease,negative
strongsubj,teasingly,negative
weaksubj,taxing,negative
strongsubj,tedious,negative
strongsubj,tediously,negative
strongsubj,temerity,negative
strongsubj,temper,negative
weaksubj,temper,negative
weaksubj,temperance,positive
weaksubj,temperate,positive
weaksubj,tempest,negative
strongsubj,tempt,positive
strongsubj,temptation,negative
strongsubj,tempting,positive
strongsubj,temptingly,positive
strongsubj,tenacious,positive
strongsubj,tenaciously,positive
strongsubj,tenacity,positive
weaksubj,tendency,neutral
weaksubj,tendency,neutral
weaksubj,tender,positive
weaksubj,tenderly,positive
weaksubj,tenderness,positive
weaksubj,tense,negative
weaksubj,tension,negative
weaksubj,tension,negative
weaksubj,tentative,negative
weaksubj,tentatively,negative
weaksubj,tenuous,negative
weaksubj,tenuously,negative
weaksubj,tepid,negative
strongsubj,terrible,negative
strongsubj,terrible,negative
strongsubj,terribleness,negative
strongsubj,terribly,negative
strongsubj,terrific,positive
strongsubj,terrific,positive
strongsubj,terrifically,positive
strongsubj,terrified,positive
strongsubj,terrify,positive
strongsubj,terrifying,positive
strongsubj,terrifying,positive
strongsubj,terrifyingly,positive
strongsubj,terror,negative
strongsubj,terror-genic,negative
strongsubj,terror-genic,negative
weaksubj,terrorism,negative
strongsubj,terrorize,negative
strongsubj,thank,positive
strongsubj,thankful,positive
strongsubj,thankfully,positive
strongsubj,thankless,negative
strongsubj,theoretize,neutral
strongsubj,therefore,neutral
strongsubj,think,neutral
strongsubj,thinkable,positive
strongsubj,thinkable,positive
strongsubj,thinking,neutral
strongsubj,thinking,neutral
strongsubj,thirst,negative
strongsubj,thirst,negative
strongsubj,thorny,negative
strongsubj,thorny,negative
weaksubj,thorough,positive
strongsubj,though,neutral
weaksubj,thought,neutral
weaksubj,thought,neutral
strongsubj,thoughtful,positive
strongsubj,thoughtfully,positive
strongsubj,thoughtfulness,positive
strongsubj,thoughtless,negative
strongsubj,thoughtlessly,negative
strongsubj,thoughtlessness,negative
weaksubj,thrash,negative
weaksubj,threat,negative
weaksubj,threat,negative
weaksubj,threaten,negative
weaksubj,threatening,negative
weaksubj,threatening,negative
weaksubj,threats,negative
weaksubj,threats,negative
weaksubj,thrift,positive
weaksubj,thrifty,positive
strongsubj,thrill,positive
strongsubj,thrill,positive
strongsubj,thrilling,positive
strongsubj,thrillingly,positive
strongsubj,thrills,positive
weaksubj,thrive,positive
weaksubj,thriving,positive
strongsubj,throttle,negative
weaksubj,throw,negative
weaksubj,thumb,negative
weaksubj,thumbs,negative
weaksubj,thumbs,negative
strongsubj,thus,neutral
strongsubj,thusly,neutral
strongsubj,thwart,negative
weaksubj,tickle,positive
strongsubj,tidy,positive
strongsubj,time-honored,positive
weaksubj,timely,positive
strongsubj,timid,negative
strongsubj,timidity,negative
strongsubj,timidly,negative
strongsubj,timidness,negative
strongsubj,tingle,positive
strongsubj,tint,neutral
weaksubj,tiny,negative
weaksubj,tire,negative
strongsubj,tired,negative
strongsubj,tiresome,negative
strongsubj,tiring,negative
strongsubj,tiring,negative
strongsubj,tiringly,negative
weaksubj,titillate,positive
strongsubj,titillating,positive
strongsubj,titillatingly,positive
strongsubj,toast,positive
strongsubj,togetherness,positive
strongsubj,toil,negative
strongsubj,tolerable,positive
strongsubj,tolerably,positive
strongsubj,tolerance,positive
strongsubj,tolerance,positive
weaksubj,tolerant,positive
strongsubj,tolerantly,positive
weaksubj,tolerate,positive
weaksubj,toleration,positive
weaksubj,toll,negative
weaksubj,toll,negative
weaksubj,too,negative
weaksubj,top,positive
weaksubj,topple,negative
strongsubj,torment,negative
strongsubj,torment,negative
strongsubj,tormented,negative
strongsubj,torrent,negative
strongsubj,torrid,positive
strongsubj,torridly,positive
weaksubj,torture,negative
weaksubj,torture,negative
weaksubj,tortured,negative
strongsubj,tortuous,negative
strongsubj,torturous,negative
strongsubj,torturously,negative
weaksubj,totalitarian,negative
weaksubj,tradition,positive
weaksubj,traditional,positive
weaksubj,touch,neutral
strongsubj,touches,neutral
strongsubj,touches,neutral
strongsubj,touchy,negative
strongsubj,toughness,negative
strongsubj,toughness,negative
weaksubj,toxic,negative
strongsubj,traduce,negative
weaksubj,tragedy,negative
weaksubj,tragedy,negative
strongsubj,tragic,negative
strongsubj,tragically,negative
strongsubj,traitor,negative
strongsubj,traitorous,negative
strongsubj,traitorously,negative
strongsubj,traitorously,negative
strongsubj,tramp,negative
strongsubj,trample,negative
strongsubj,tranquil,positive
strongsubj,tranquility,positive
strongsubj,tranquility,positive
weaksubj,transgress,negative
weaksubj,transgression,negative
weaksubj,transparency,neutral
weaksubj,transparency,neutral
weaksubj,transparent,neutral
weaksubj,transparent,neutral
weaksubj,transport,neutral
strongsubj,trauma,negative
strongsubj,trauma,negative
strongsubj,traumatic,negative
strongsubj,traumatic,negative
strongsubj,traumatically,negative
strongsubj,traumatize,negative
strongsubj,traumatized,negative
strongsubj,travesties,negative
strongsubj,travesty,negative
strongsubj,travesty,negative
weaksubj,treacherous,negative
weaksubj,treacherously,negative
strongsubj,treachery,negative
strongsubj,treason,negative
strongsubj,treasonous,negative
strongsubj,treasure,positive
weaksubj,treat,positive
strongsubj,tremendous,positive
strongsubj,tremendously,positive
strongsubj,trendy,positive
strongsubj,trepidation,positive
weaksubj,trial,negative
strongsubj,tribute,positive
strongsubj,trick,negative
strongsubj,trick,negative
strongsubj,tricky,negative
strongsubj,tricky,negative
strongsubj,trickery,negative
weaksubj,trim,positive
strongsubj,triumph,positive
strongsubj,triumph,positive
